Turn	Rank_First	Rank_Second	Rank_Third
Ses01M_impro03_F000	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05F_impro05_F035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_2_F000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script03_1_M033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script02_2_F034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script03_1_F029	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02F_script03_1_F028	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro01_M021	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses04F_script01_3_F024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_impro05_F010	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_impro08_F024	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04M_script01_1_F041	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05M_script01_1b_F020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script02_1_M035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro03_F005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_1_F004	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04M_impro07_M027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro03_M009	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses01F_script03_2_F002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_1_M034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_1_M023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro03_F014	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_script01_3_F018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_script01_1_F020	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_impro03_M060	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro02_F026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro05_F003	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_script01_3_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script01_3_M008	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_1_M014	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03M_impro07_F020	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro07_M027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script02_1_M038	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro02_M017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script03_2_F018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro05_F006	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro02_M030	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_1_F006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro02_F012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro07_F031	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_script02_2_M019	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses02F_impro05_M006	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01M_script02_1_F001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_1_M018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro05_F008	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro03_FXX0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script01_1_M033	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_script03_2_M033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro06_M019	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04M_impro08_F012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_2_F018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02F_impro03_M021	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_F027	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_impro05_M022	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script03_2_M012	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses01F_script02_2_M040	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro02_M027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script03_2_M010	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01M_impro02_M021	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro03_F047	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01F_script01_3_M022	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03F_script01_2_F013	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02F_impro07_M007	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01F_impro02_F018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script03_1_F030	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro07_M037	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro07_F017	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01M_impro01_F024	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro04_F003	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_script01_2_M000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_1_F042	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script01_1_M026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script02_2_F034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro05_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_3_M023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro03_M014	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02F_script03_1_F025	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro02_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_1_F028	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script01_1_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_3_M001	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04F_script03_1_F011	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro05_F021	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses04F_impro01_M001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro01_F002	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses02M_impro05_M027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro03_F009	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro04_M025	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro02_F031	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_3_F008	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_script03_2_M005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro02_F026	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01M_script03_2_F005	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_script02_1_M002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro04_F023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_1_M015	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script01_3_M010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_3_M030	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_1_F014	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01M_script02_2_M026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_2_M022	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses02M_script03_1_M001	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses02M_script03_1_M019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro06_F000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_1_M022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro05_F006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_1_F008	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script03_1_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro07_M025	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01M_impro02_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro07_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro05_M025	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01M_script01_3_M019	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro08_M001	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_2_F034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro06_M032	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05F_impro03_M050	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_impro08_F007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script02_1_M017	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_script02_1_F004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_2_F002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script03_2_F051	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script02_1_M043	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses02M_script01_1_F008	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_impro02_F028	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses01M_impro03_F012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script02_2_M036	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_impro07_M046	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03F_script02_2_M041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script02_2_F039	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01F_impro07_F013	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses01M_script03_2_M024	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_1_M003	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01M_script01_3_M033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script01_3_M010	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_script01_1_M044	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script01_2_F001	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_script02_1_F017	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_impro07_M007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro05_M014	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04M_impro07_M008	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses02M_impro07_F024	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script03_2_M043	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04M_script02_1_F014	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_impro06_F028	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script03_1_F005	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
