Dia	Utt	Rank_First	Rank_Second	Rank_Third
468	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
472	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
472	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
472	5	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
472	10	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
472	11	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
472	12	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
473	0	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
473	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
473	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
473	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
473	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
473	10	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
474	0	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
474	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	4	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
474	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	8	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
474	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
474	13	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
475	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	7	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
475	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
475	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
477	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
477	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
477	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
478	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
478	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
478	2	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
478	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	4	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
479	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
479	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
481	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
481	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	9	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
481	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
481	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
482	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
482	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
482	3	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
482	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
482	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
482	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
482	7	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
483	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
483	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
483	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
483	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
483	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
485	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
485	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
485	2	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
485	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
485	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
485	5	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
487	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
487	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	0	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
489	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
489	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	6	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
489	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
489	8	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
489	10	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
490	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
490	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
490	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
490	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
490	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
490	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
490	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
491	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
491	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
495	0	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
495	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
495	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
495	4	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
495	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
498	0	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
498	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
498	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
498	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
498	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
498	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
499	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
499	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
499	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
499	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
499	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
499	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
499	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
500	6	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
500	7	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
500	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	9	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
500	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	12	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
500	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
500	14	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
500	15	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
500	16	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	17	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
500	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
501	0	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
501	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
501	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
501	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
501	7	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
501	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
501	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
503	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
503	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
503	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
503	6	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
503	7	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
503	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
503	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
503	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
504	2	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
504	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
